title,abstract,label
Comparative Complete Genome Analysis of Chicken and Turkey Megriviruses (Family Picornaviridae): Long 3′ Untranslated Regions with a Potential Second Open Reading Frame and Evidence for Possible Recombination,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Members of the family
            <jats:named-content content-type=""genus-species"">Picornaviridae</jats:named-content>
            consist of small positive-sense single-stranded RNA (+ssRNA) viruses capable of infecting various vertebrate species, including birds. One of the recently identified avian picornaviruses, with a remarkably long (&gt;9,040-nucleotide) but still incompletely sequenced genome, is turkey hepatitis virus 1 (THV-1; species
            <jats:named-content content-type=""genus-species"">Melegrivirus A</jats:named-content>
            , genus
            <jats:named-content content-type=""genus-species"">Megrivirus</jats:named-content>
            ), a virus associated with liver necrosis and enteritis in commercial turkeys (
            <jats:named-content content-type=""genus-species"">Meleagris gallopavo</jats:named-content>
            ). This report presents the results of the genetic analysis of three complete genomes of megriviruses from fecal samples of chickens (chicken/B21-CHV/2012/HUN, GenBank accession no.
            <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""gen"" xlink:href=""KF961186"">KF961186</jats:ext-link>
            , and chicken/CHK-IV-CHV/2013/HUN, GenBank accession no.
            <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""gen"" xlink:href=""KF961187"">KF961187</jats:ext-link>
            ) (
            <jats:named-content content-type=""genus-species"">Gallus gallus domesticus</jats:named-content>
            ) and turkey (turkey/B407-THV/2011/HUN, GenBank accession no.
            <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""gen"" xlink:href=""KF961188"">KF961188</jats:ext-link>
            ) (
            <jats:named-content content-type=""genus-species"">Meleagris gallopavo</jats:named-content>
            ) with the largest picornavirus genome (up to 9,739 nucleotides) so far described. The close phylogenetic relationship to THV-1 in the nonstructural protein-coding genome region and possession of the same internal ribosomal entry site type (IVB-like) suggest that the study strains belong to the genus
            <jats:named-content content-type=""genus-species"">Megrivirus</jats:named-content>
            . However, the genome comparisons revealed numerous unique variations (e.g., different numbers of potential 2A peptides, unusually long 3′ genome parts with various lengths of a potential second open reading frame, and multiple repeating sequence motifs in the 3′ untranslated region) and heterogeneous sequence relationships between the structural and nonstructural genome regions. These differences suggest the classification of chicken megrivirus-like viruses into a candidate novel species in the genus
            <jats:named-content content-type=""genus-species"">Megrivirus</jats:named-content>
            . Based on the different phylogenetic positions of chicken megrivirus-like viruses at the structural and nonstructural genome regions, the recombinant nature of these viruses is plausible.
          </jats:p>
          <jats:p>
            <jats:bold>IMPORTANCE</jats:bold>
            The comparative genome analysis of turkey and novel chicken megriviruses revealed numerous unique genome features, e.g., up to four potential 2A peptides, unusually long 3′ genome parts with various lengths containing a potential second open reading frame, multiple repeating sequence motifs, and heterogeneous sequence relationships (possibly due to a recombination event) between the structural and nonstructural genome regions. Our results could help us to better understand the evolution and diversity (in terms of sequence and genome layout) of picornaviruses.
          </jats:p>",1
Multiple divergent picobirnaviruses with functional prokaryotic Shine-Dalgarno ribosome binding sites present in cloacal sample of a diarrheic chicken,No abstract available,1
Indication of Cross-Species Transmission of Astrovirus Associated with Encephalitis in Sheep and Cattle,No abstract available,1
Neurotropic Astrovirus in Cattle with Nonsuppurative Encephalitis in Europe,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Encephalitis is a frequently diagnosed condition in cattle with neurological diseases. Many affected animals present with a nonsuppurative inflammatory reaction pattern in the brain. While this pattern supports a viral etiology, the causative pathogen remains unknown in a large proportion of cases. Using viral metagenomics, we identified an astrovirus (bovine astrovirus [BoAstV]-CH13) in the brain of a cow with nonsuppurative encephalitis. Additionally, BoAstV RNA was detected with reverse transcription-PCR and
            <jats:italic>in situ</jats:italic>
            hybridization in about one fourth (5/22 animals) of cattle with nonsuppurative encephalitis of unknown etiology. Viral RNA was found primarily in neurons and at the site of pathology. These findings support the notion that BoAstV infection is a common cause of encephalitis in cattle. Phylogenetically, BoAstV-CH13 was closely related to rare astrovirus isolates from encephalitis cases in animals and a human patient. Future research needs to be directed toward the pathogenic mechanisms, epidemiology, and potential cross-species transmission of these neurotropic astroviruses.
          </jats:p>",1
Complete Genome Sequence of Porcine Parvovirus 2 Recovered from Swine Sera,"<jats:title>ABSTRACT</jats:title>
          <jats:p>A complete genomic sequence of porcine parvovirus 2 (PPV-2) was detected by viral metagenome analysis on swine sera. A phylogenetic analysis of this genome reveals that it is highly similar to previously reported North American PPV-2 genomes. The complete PPV-2 sequence is 5,426 nucleotides long.</jats:p>",1
Complete genome characterization of a rotavirus B (RVB) strain identified in Alpine goat kids with enteritis reveals inter-species transmission with RVB bovine strains,"<jats:p>Rotavirus B (RVB) has been associated with enteric disease in many animal species. An RVB strain was identified in pooled intestinal samples from Alpine caprine kids (between 2 and 3 days of age) experiencing high (&gt;90 %) morbidity, and the complete caprine RVB genome was characterized. Histology revealed villus atrophy, the samples tested positive for RVB by real-time RT-PCR and metagenomic next-generation sequencing identified only RVB and orf virus. In the VP4 gene segment, the caprine RVB strain had a higher percentage nucleotide identity to the Indian bovine RVB strains than to the Japanese bovine RVB strains, but the VP7, VP6, VP2, NSP1, NSP2 and NSP5 gene segments of the American caprine RVB strain were genetically related to the Japanese bovine RVB strains. The results indicate a lack of RVB sequences to understand reassortment or the evolutionary relationship of RVB strains from cattle and goats.</jats:p>",1
Identification and Survey of a Novel Avian Coronavirus in Ducks,No abstract available,1
Metagenomic analysis of the RNA fraction of the fecal virome indicates high diversity in pigs infected by porcine endemic diarrhea virus in the United States,No abstract available,1
"A novel astrovirus species in the gut of yaks with diarrhoea in the Qinghai–Tibetan Plateau, 2013","<jats:p>The yak (<jats:italic>Bos grunniens</jats:italic>) is an iconic symbol in the high-altitude region of the Qinghai–Tibetan Plateau. Diarrhoea is a common disease in yaks, resulting in major economic losses. To investigate the diversity of viral species, we reported the metagenomics-derived virome in a pooled faecal sample of 20 diarrhoeic yaks. The nine viruses found in the pooled diarrhoeic samples, in order of abundance of nucleic acid sequence, were influenza A virus, bovine viral diarrhoea virus (BVDV), rotavirus, ungulate tetraparvovirus 1 (bovine hokovirus), astrovirus (AstV), bovine enterovirus, hepatitis E virus, kobuvirus and woodchuck hepatitis virus. Compared with healthy yaks, only AstV had a significantly higher prevalence rate in diarrhoeal samples, indicating a correlation with the clinical symptoms of diarrhoea in yaks. To further investigate the molecular characterization of yak AstV, a near-full genome was obtained from a diarrhoeic sample. It was 6243 bp in length and shared 46.4–66.2 % similarity with other related bovine AstVs from faeces. Phylogenetic analysis of the genome demonstrated that the yak AstV fell within the bovine AstVs cluster, but was located in a unique lineage, suggesting a novel AstV species was identified in yaks. Interestingly, the ORF2 region of yak AstV had closer similarity and genetically relationship with deer AstV strain CcAstV-2 than that of the bovine AstVs. Further analysis showed that one possible interspecies recombination event occurred in <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""http://ORF2"">ORF2</jats:ext-link>. In summary, this study expanded our understanding of the viral communities of diarrhoeal yaks and identified a novel AstV that was associated with diarrhoea in yaks.</jats:p>",1
Genetic diversity in envelope genes of contemporary U.S. porcine reproductive and respiratory syndrome virus strains influences viral antigenicity,No abstract available,1
Unique Circovirus-Like Genome Detected in Pig Feces,"<jats:title>ABSTRACT</jats:title>
          <jats:p>Using a metagenomic approach and molecular cloning methods, we identified, cloned, and sequenced the complete genome of a novel circular DNA virus, porcine stool-associated virus (PoSCV4), from pig feces. Phylogenetic analysis of the deduced replication initiator protein showed that PoSCV4 is most related to a fur seal feces-associated circular DNA virus.</jats:p>",1
A divergent clade of circular single-stranded DNA viruses from pig feces,No abstract available,1
Ungulate copiparvovirus 1 (bovine parvovirus 2): characterization of a new genotype and associated viremia in different bovine age groups,No abstract available,1
Identification of an enterovirus recombinant with a torovirus-like gene insertion during a diarrhea outbreak in fattening pigs,No abstract available,1
Metagenomic analysis of the turkey gut RNA virus community,No abstract available,1
Investigating Turkey Enteric Picornavirus and Its Association with Enteric Disease in Poults,No abstract available,1
Novel Parvoviruses from Wild and Domestic Animals in Brazil Provide New Insights into Parvovirus Distribution and Diversity,"<jats:p>Parvoviruses (family Parvoviridae) are small, single-stranded DNA viruses. Many parvoviral pathogens of medical, veterinary and ecological importance have been identified. In this study, we used high-throughput sequencing (HTS) to investigate the diversity of parvoviruses infecting wild and domestic animals in Brazil. We identified 21 parvovirus sequences (including twelve nearly complete genomes and nine partial genomes) in samples derived from rodents, bats, opossums, birds and cattle in Pernambuco, São Paulo, Paraná and Rio Grande do Sul states. These sequences were investigated using phylogenetic and distance-based approaches and were thereby classified into eight parvovirus species (six of which have not been described previously), representing six distinct genera in the subfamily Parvovirinae. Our findings extend the known biogeographic range of previously characterized parvovirus species and the known host range of three parvovirus genera (Dependovirus, Aveparvovirus and Tetraparvovirus). Moreover, our investigation provides a window into the ecological dynamics of parvovirus infections in vertebrates, revealing that many parvovirus genera contain well-defined sub-lineages that circulate widely throughout the world within particular taxonomic groups of hosts.</jats:p>",1
Chicken skin virome analyzed by high-throughput sequencing shows a composition highly different from human skin,No abstract available,1
A metagenomic comparison of endemic viruses from broiler chickens with runting-stunting syndrome and from normal birds,No abstract available,1
Viral diversity in swine intestinal mucus used for the manufacture of heparin as analyzed by high-throughput sequencing,No abstract available,1
Viral Communities Among Sympatric Vampire Bats and Cattle,No abstract available,1
Intra-epidemic genome variation in highly pathogenic African swine fever virus (ASFV) from the country of Georgia,No abstract available,1
Molecular detection of bovine Noroviruses in Argentinean dairy calves: Circulation of a tentative new genotype,No abstract available,1
Molecular and in vitro characterisation of hepatitis E virus from UK pigs,No abstract available,1
Identification and genomic characterization of a novel CRESS DNA virus from a calf with severe hemorrhagic enteritis in China,No abstract available,1
Porcine Epidemic Diarrhea in Europe: In-Detail Analyses of Disease Dynamics and Molecular Epidemiology,"<jats:p>Porcine epidemic diarrhea (PED) is an acute and highly contagious enteric disease of swine caused by the eponymous virus (PEDV) which belongs to the genus Alphacoronavirus within the Coronaviridae virus family. Following the disastrous outbreaks in Asia and the United States, PEDV has been detected also in Europe. In order to better understand the overall situation, the molecular epidemiology, and factors that might influence the most variable disease impact; 40 samples from swine feces were collected from different PED outbreaks in Germany and other European countries and sequenced by shot-gun next-generation sequencing. A total of 38 new PEDV complete coding sequences were generated. When compared on a global scale, all investigated sequences from Central and South-Eastern Europe formed a rather homogeneous PEDV S INDEL cluster, suggesting a recent re-introduction. However, in-detail analyses revealed two new clusters and putative ancestor strains. Based on the available background data, correlations between clusters and location, farm type or clinical presentation could not be established. Additionally, the impact of secondary infections was explored using the metagenomic data sets. While several coinfections were observed, no correlation was found with disease courses. However, in addition to the PEDV genomes, ten complete viral coding sequences from nine different data sets were reconstructed each representing new virus strains. In detail, three pasivirus A strains, two astroviruses, a porcine sapelovirus, a kobuvirus, a porcine torovirus, a posavirus, and an enterobacteria phage were almost fully sequenced.</jats:p>",1
Detection and genetic characterization of a novel parvovirus distantly related to human bufavirus in domestic pigs,No abstract available,1
Virus detection using metagenomic sequencing of swine nasal and rectal swabs,No abstract available,1
Bovine Rhinitis Viruses Are Common in U.S. Cattle with Bovine Respiratory Disease,No abstract available,1
Discovery of a novel putative atypical porcine pestivirus in pigs in the USA,No abstract available,1
Identification of a novel Picornavirales virus distantly related to posavirus in swine feces,No abstract available,1
"Senecavirus A in Pigs, United States, 2015",No abstract available,1
Feral swine virome is dominated by single-stranded DNA viruses and contains a novel Orthopneumovirus which circulates both in feral and domestic swine,No abstract available,1
Complete Genome Sequence of a Porcine Polyomavirus from Nasal Swabs of Pigs with Respiratory Disease,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Metagenomic sequencing of pooled nasal swabs from pigs with unexplained respiratory disease identified a large number of reads mapping to a previously uncharacterized porcine polyomavirus.
            <jats:named-content content-type=""genus-species"">Sus scrofa</jats:named-content>
            polyomavirus 2 was most closely related to betapolyomaviruses frequently detected in mammalian respiratory samples.
          </jats:p>",1
"Diversity in VP3, NSP3, and NSP4 of rotavirus B detected from Japanese cattle",No abstract available,1
"Novel Orthobunyavirus in Cattle, Europe, 2011",No abstract available,1
Whole genome analysis of porcine astroviruses detected in Japanese pigs reveals genetic diversity and possible intra-genotypic recombination,No abstract available,1
The Intestinal Eukaryotic Virome in Healthy and Diarrhoeic Neonatal Piglets,No abstract available,1
Identification of a picornavirus from chickens with transmissible viral proventriculitis using metagenomic analysis,No abstract available,1
A porcine enterovirus G associated with enteric disease contains a novel papain-like cysteine protease,"<jats:p>Identification of unknown pathogens in pigs displaying enteric illness is difficult due to the large diversity of bacterial and viral species found within faecal samples. Current methods often require bacterial or viral isolation, or testing only a limited number of known species using quantitative PCR analysis. Herein, faeces from two 25-day-old piglets with diarrhoea from Texas, USA, were analysed by metagenomic next-generation sequencing to rapidly identify possible pathogens. Our analysis included a bioinformatics pipeline of rapid short-read classification and <jats:italic>de novo</jats:italic> genome assembly which resulted in the identification of a porcine enterovirus G (EV-G), a complete genome with substantial nucleotide differences (&gt;30 %) among current sequences, and a novel non-structural protein similar in sequence to the <jats:italic>Torovirus</jats:italic> papain-like cysteine protease (PL<jats:sup>pro</jats:sup>). This discovery led to the identification and circulation of an EV-G with a novel PL<jats:sup>pro</jats:sup> in the USA that has not been previously reported.</jats:p>",1
Genetic diversity and intergenogroup recombination events of sapoviruses detected from feces of pigs in Japan,No abstract available,1
Diversity of viruses detected by deep sequencing in pigs from a common background,"<jats:p> Although advances in nucleic acid sequencing have enabled the discovery of many infectious agents, challenges remain for scientists and veterinary diagnosticians trying to design animal studies with a minimum of variables and to interpret laboratory results. To evaluate pyrosequencing technology as a potential screening method to estimate the virome in pigs, fecal samples were collected from 4 pigs out of a group of 175 that had been raised together since birth. A number of viruses were detected, demonstrating the application of this technology to determine the background “noise” in the pigs. However, pyrosequencing also demonstrated the diversity of viruses within a group of animals and how that can confound experimental design and obscure a definitive diagnosis. </jats:p>",1
"Metagenomic identification, genetic characterization and genotyping of porcine sapoviruses",No abstract available,1
Divergent Astrovirus Associated with Neurologic Disease in Cattle,No abstract available,1
"Faecal virome of healthy chickens reveals a large diversity of the eukaryote viral community, including novel circular ssDNA viruses",No abstract available,1
The intestinal virome of malabsorption syndrome-affected and unaffected broilers through shotgun metagenomics,No abstract available,1
Viral metagenomics reveals significant viruses in the genital tract of apparently healthy dairy cows,No abstract available,1
Identification of a novel bufavirus in domestic pigs by a viral metagenomic approach,No abstract available,1
"Molecular characterization of Orf virus in goats in Gabon, Central Africa",No abstract available,1
Viral metagenomics demonstrates that domestic pigs are a potential reservoir for Ndumu virus,No abstract available,1
Identification of novel bovine group A rotavirus G15P[14] strain from epizootic diarrhea of adult cows by de novo sequencing using a next-generation sequencer,No abstract available,1
Whole genome analysis of a novel picornavirus related to the Enterovirus/Sapelovirus supergroup from porcine feces in Japan,No abstract available,1
Molecular epidemiological survey and phylogenetic analysis of bovine influenza D virus in Japan,No abstract available,1
Metagenomic characterization of the virome associated with bovine respiratory disease in feedlot cattle identified novel viruses and suggests an etiologic role for influenza D virus,No abstract available,1
Identification and complete genome analysis of a novel bovine picornavirus in Japan,No abstract available,1
Full genome analysis of bovine astrovirus from fecal samples of cattle in Japan: identification of possible interspecies transmission of bovine astrovirus,No abstract available,1
A metagenomic study of the rumen virome in domestic caprids,No abstract available,1
Characterization and phylogenetic analysis of a novel picornavirus from swine feces in Japan,No abstract available,1
