title,abstract,label
Effects of Nitrous Oxide on Myocardial Contractility as Evaluated by the Preload Recruitable Stroke Work Relationship in Chronically Instrumented Dogs,No abstract available,0
Multiple receptors contribute to the behavioral effects of indoleamine hallucinogens,No abstract available,0
Novel Migraine Mechanisms as Targets for Therapy,No abstract available,0
A miniature mechanical ventilator for newborn mice,"<jats:p>Kolandaivelu, Kumaran, and Chi-Sang Poon.A miniature mechanical ventilator for newborn mice. J. Appl. Physiol. 84(2): 733–739, 1998.—Transgenic/knockout mice with predefined mutations have become increasingly popular in biomedical research as models of human diseases. In some instances, the resulting mutation may cause cardiorespiratory distress in the neonatal or adult animals and may necessitate resuscitation. Here we describe the design and testing of a miniature and versatile ventilator that can deliver varying ventilatory support modes, including conventional mechanical ventilation and high-frequency ventilation, to animals as small as the newborn mouse. With a double-piston body chamber design, the device circumvents the problem of air leakage and obviates the need for invasive procedures such as endotracheal intubation, which are particularly important in ventilating small animals. Preliminary tests on newborn mice as early as postnatal day 0 demonstrated satisfactory restoration of pulmonary ventilation and the prevention of respiratory failure in mutant mice that are prone to respiratory depression. This device may prove useful in the postnatal management of transgenic/knockout mice with genetically inflicted respiratory disorders.</jats:p>",0
5-Amino-4-imidazolecarboxaimide riboside raises adenosine in perfused hypoxic rat heart,No abstract available,0
Reinterpretation of Crow et al.'s “Electrophysiological correlates of cortical spreading depression”,No abstract available,0
Effects of data structure and selection on estimated inbreeding depression in experimental <i>Tribolium castaneum</i> lines,"<jats:sec><jats:title>Summary</jats:title><jats:p>Inbreeding depression was estimated for four experimental <jats:italic>Tribolium castaneum</jats:italic> lines. Each line, containing approximately 7000 animals, was selected for 16 generations either randomly (control), on pupae weight (PWT), on family size (FST) or on an index containing both PWT and FST. The inbreeding trend was 0.9, 0.5, 0.5 and 0.4 % inbreeding per generation in PWT‐selected, FST‐selected, index‐selected, and control line, respectively. The model used to estimate the inbreeding depression included a linear regression on individual inbreeding coefficients, and random additive genetic effects. Using all the performance and pedigree data, estimated inbreeding depressions in the control line were —0.13 (SE = 0.16; #) and —8.50 (SE = 2.66; μg) per 1 % inbreeding for FST and PWT, respectively. Using only performance data of the latest generation in the control line, the estimated inbreeding depressions changed considerably: —0.17 (SE = 0.82) and —37.4 (SE= 11.9) for FST and PWT, respectively. Estimated inbreeding depression for FST in the FST‐selected line was — 0.40 (SE = 0.31). Inbreeding depression for PWT in the PWT‐selected line was 21.6 (SE = 25.8). This study indicates that estimating inbreeding depression might best be based on the performance data of animals with an equal and sufficiently‐large number of ancestral generations known.</jats:p></jats:sec><jats:sec><jats:title>Zusammenfassung</jats:title><jats:p><jats:italic>Wirkung von Datenstruktur und Selektion auf geschätzte Inzuchtdepression in experimentellen Triboleum castaneum Linien</jats:italic></jats:p><jats:p>Jede der vier experimentellen Linien, aus je etwa 7000 Individuen, wurde durch 16 Generationen selektiert, zufällig die Kontrolle, auf Puppengewicht (PWT), Familiengröße (FST), oder auf einen beide Merkmale kombinierenden Index. Inzucntzuwächse in diesen vier Linien waren 0.4, 0.9, 0.5 und 0.5% je Generation. Das Modell zur Schätzung der Inzuchtdepression beinhaltete eine lineare Regression auf individuelle Inzuchtkoeffizienten und zufällige additive‐genetische Wirkungen. Aus allen Daten, Leistung und Pedigree, ergaben sich —0.13 (SE = 0.16; #) und — 8.5 (SE = 2.66; mg) je 1% Inzucht für FST und PWT, Daten der letzten Generation ergaben deutlich andere Werte: —0.17 (SE = 0.82) und —37.4 (SE = 11.9) für FST und PWT. Inzuchtdepressionen für FST bzw. PWT in den jeweils hierfür selektierten Linien waren —0.40 (SE = 0.31) und 21.6 (SE = 25.8). Es wird gefolgert, daß Schätzungen auf Leistungen von hinreichend großer Zahl von Vorfahrengenerationen beruhen sollten.</jats:p></jats:sec>",0
"The protective action of zinc against the deleterious effects of cadmium in the regenerating forelimb of the adult newt, Notophthalmus viridescens.",No abstract available,0
The effect of betamethasone on circadian and stress‐induced pituitary‐adrenocortical function in the rat,"<jats:title>Summary</jats:title><jats:p><jats:list list-type=""explicit-label"">
<jats:list-item><jats:p>Both the circadian and stress‐induced changes in plasma corticosterone concentration were abolished by the inclusion of betamethasone in the drinking water of rats.</jats:p></jats:list-item>
<jats:list-item><jats:p>Adrenal sensitivity to exogenous corticotrophin (ACTH) was unimpaired by the betamethasone treatment.</jats:p></jats:list-item>
<jats:list-item><jats:p>The normal circadian rhythm in plasma corticosterone returned within 1 day of withdrawal of the steroid, but the response to stress was normal only after 3 days.</jats:p></jats:list-item>
<jats:list-item><jats:p>The possible significance of these observations is discussed.</jats:p></jats:list-item>
</jats:list></jats:p>",0
"Dietary interactions of lima bean (Phaseolus lunatus) trypsin inhibitor, haemagglutinin and cyanide Part 2. Effect on pancreatic and intestinal α‐amylase (EC 3.21.1.1) in growing albino rats","<jats:title>Abstract</jats:title><jats:p>A total of 108 growing albino rats was used to evaluate the dietary interactions of the major lima bean antinutritional factors trypsin inhibitor (TI), haemagglutinin (Hgg) and cyanide (CN) with respect to their effects on pancreatic and intestinal α‐amylase activities. The results indicate that when fed at the same level of activity as found in the raw lima bean (RLB) these factors had no significant <jats:italic>(p</jats:italic> &gt; 0.05) influence on pancreatic α‐amylase activity whether acting individually or in combination. However, when acting alone, CN appeared to depress pancreatic amylase level more than when interacting with TI or Hgg or both. Amylase activity was significantly (<jats:italic>p</jats:italic> &lt; 0.01) depressed by the dietary treatments in both the small and large intestine while caecal levels were not. The most severe depression in amylase activity was elicited by the RLB diet. The haemagglutinin‐containing diets appeared generally associated with lower levels of intestinal amylase activity.</jats:p><jats:p>From the present finding it is suggested that these factors alone cannot fully account for the magnitude of the depression of intestinal amylase activity which is contingent upon the ingestion of RLB by experimental rats.</jats:p>",0
Developmental profile of GABA<sub>A</sub>‐mediated synaptic transmission in pyramidal cells of the somatosensory cortex,"<jats:title>Abstract</jats:title><jats:p>Inhibitory synaptic transmission mediated by γ‐aminobutyric acid (GABA)<jats:sub>A</jats:sub> receptors is involved in regulation of experience‐dependent cortical plasticity. However, little information is available on their presynaptic and postsynaptic developmental profiles. The present study aims to investigate the developmental changes of miniature and unitary inhibitory postsynaptic currents (mIPSCs and uIPSCs) in mouse barrel cortex. mIPSCs recorded from supragranular pyramidal neurons showed a gradual increase in frequency during postnatal days 6–15 (PD6–15) followed by a marked increase at PD16–20, and mIPSCs frequency reached a plateau at about PD21–30. The amplitude of mIPSCs showed a transient decrease at PD10–12 followed by an increase during PD13–30, and reached a plateau at about PD30. Their decay time constant progressively decreased during the first 30 days postnatally, and reached a steady level at about PD30. Paired recordings from interneurons and synaptically coupled target pyramidal cells revealed that uIPSC amplitude increased with age up to PD30. In contrast, failure rate and coefficient of variation decreased during PD7–15 and showed little change at a later stage. Short‐term depression induced by presynaptic stimulation at 33 Hz progressively decreased during PD6–20, and was stabilized at about PD21–30. Quantal analysis revealed that the number of release sites increased with age up to PD30, while the release probability increased during PD6–12 and then reached a plateau level. These results suggest that the number of release sites and release probability of GABA and GABA<jats:sub>A</jats:sub>‐mediated IPSC kinetics show distinct developmental profiles, which could play roles in regulating the onset and offset of critical periods for experience‐dependent cortical plasticity.</jats:p>",0
Social instability in female rats: The relationship between stress-related and anxiety-like consequences,No abstract available,0
Adaptation of monoaminergic responses to phencyclidine in nucleus accumbens and prefrontal cortex following repeated treatment with fluoxetine or imipramine,No abstract available,1
Glycogenolysis and lipolysis in Gallus domesticus during the perinatal period,No abstract available,0
No title available,No abstract available,0
On the nature of electron and energy transport in mitochondria II. Multiple activation of mitochondrial respiration,No abstract available,0
Norepinephrine transporter knock-out alters expression of the genes connected with antidepressant drugs action,No abstract available,1
Strain variations in the utilization of hexoses by Ehrlich ascites tumor cells,No abstract available,0
Endogenous Lipid Pneumonia in an African Grey Parrot (Psittacus erithacus erithacus),No abstract available,0
[Study of huchang qingfei pellets on immune function in rats infected with Mycoplasma pneumoniae].,Zhongguo Zhong Yao Za Zhi,0
Macromolecular synthetic activity in mice regenerating liver after ethylnitrosourea injection.,No abstract available,0
"Heavy metals zinc, cadmium, and copper stimulate pulmonary sensory neurons via direct activation of TRPA1","<jats:p> Airway exposure to zinc dust and zinc-containing ambient particulates can cause symptoms of airway irritation and inflammation, but the underlying molecular and cellular mechanisms are largely unknown. Transient receptor potential A1 (TRPA1) is selectively expressed in a subpopulation of pulmonary C-fiber afferents and has been considered as a major irritant sensor in the lung and airways. Using whole cell patch-clamp recording and Ca<jats:sup>2+</jats:sup> imaging, we have demonstrated that application of ZnCl<jats:sub>2</jats:sub> concentration dependently evoked inward current and Ca<jats:sup>2+</jats:sup> transient in isolated vagal pulmonary sensory neurons; both responses were almost completely inhibited after pretreatment with AP18, a specific TRPA1 antagonist. In anesthetized spontaneously breathing animals, intratracheal instillation of ZnCl<jats:sub>2</jats:sub> (2 mM, 25 μl) induced pronounced respiratory depression in wild-type mice, and the effect was essentially absent in TRPA1-deficient mice. In addition, our study showed that two other heavy metals, cadmium and copper, also stimulated pulmonary sensory neurons via a direct activation of TRPA1. In summary, our results suggest that activation of TRPA1 in pulmonary C-fiber sensory nerves may contribute to the respiratory toxicity induced by airway exposure to these three heavy metals. </jats:p>",0
Responses to cortical injury: II. Widespread depression of the activity of an enzyme in cortex remote from a focal injury,No abstract available,0
Insomnia and exacerbation of anxiety associated with high-EPA fish oil supplements after successful treatment of depression,No abstract available,0
"Astragalar morphology of <i>Afradapis</i>, a large adapiform primate from the earliest late Eocene of Egypt","<jats:title>Abstract</jats:title><jats:p>The ∼37 million‐year‐old Birket Qarun Locality 2 (BQ‐2), in the Birket Qarun Formation of Egypt's Fayum Depression, yields evidence for a diverse primate fauna, including the earliest known lorisiforms, parapithecoid anthropoids, and <jats:italic>Afradapis longicristatus</jats:italic>, a large folivorous adapiform. Phylogenetic analysis has placed <jats:italic>Afradapis</jats:italic> as a stem strepsirrhine within a clade of caenopithecine adapiforms, contradicting the recently popularized alternative hypothesis aligning adapiforms with haplorhines or anthropoids. We describe an astragalus from BQ‐2 (DPC 21445C), attributable to <jats:italic>Afradapis</jats:italic> on the basis of size and relative abundance. The astragalus is remarkably similar to those of extant lorises, having a low body, no posterior shelf, a broad head and neck. It is like extant strepsirrhines more generally, in having a fibular facet that slopes gently away from the lateral tibial facet, and in having a groove for the tendon of flexor fibularis that is lateral to the tibial facet. Comparisons to a sample of euarchontan astragali show the new fossil to be most similar to those of adapines and lorisids. The astragali of other adapiforms are most similar to those of lemurs, but distinctly different from those of all anthropoids. Our measurements show that in extant strepsirrhines and adapiforms the fibular facet slopes away from the lateral tibial facet at a gradual angle (112–126°), in contrast to the anthropoid fibular facet, which forms a sharper angle (87–101°). Phylogenetic analyses incorporating new information from the astragalus continue to support strepsirrhine affinities for adapiforms under varying models of character evolution. Am J Phys Anthropol 143:383‐402, 2010. © 2010 Wiley‐Liss, Inc.</jats:p>",0
Region-specific dysregulation of allopregnanolone brain content in the olfactory bulbectomized rat model of depression,No abstract available,1
Activation of group I metabotropic glutamate receptors induces long-term depression in the hippocampal CA1 region of adult rats in vitro,No abstract available,0
"Behavioral effects of intrahippocampal injections of clonidine, yohimbine and salbutamol in the rat",No abstract available,0
Losartan increases renal blood flow during isoflurane anesthesia in sheep,"<jats:p><jats:bold>Background:</jats:bold> Inhaled anesthetics cause a transient reversible depression of renal function by direct renal effects or indirectly by changes in neurohumoral systems or cardiovascular performance. When the sympathetic nervous activity is decreased during anesthesia, other vasoactive systems like vasopressin (AVP) and particularly the renin angiotensin system (RAS) are of importance for blood pressure maintenance. Little is known about how the renal circulation is affected by angiotensin receptor blockade during isoflurane anesthesia.</jats:p><jats:p><jats:bold>Methods:</jats:bold> The study was performed on isoflurane anesthetized sheep equipped with flow probes (placed around a femoral and a renal artery) and a pulmonary artery catheter. During stable conditions the sheep were given one or more of the following substances: isotonic saline (NaCl); losartan (LOS) 10 mg ·  kg<jats:sup>−1</jats:sup>; prazosin (PRAZ) 0.2 mg · kg<jats:sup>−1</jats:sup>  and a vasopressin V<jats:sub>1</jats:sub>‐receptor antagonist (AVP‐a) 10 μg · kg<jats:sup>−1</jats:sup>.</jats:p><jats:p><jats:bold>Results:</jats:bold> LOS and AVP‐a did not affect mean arterial pressure (MAP), whereas PRAZ lowered MAP significantly (from 98±12 to 65±7 mmHg). Renal blood flow (RBF) increased after LOS treatment (148±34 to 222±33 ml · min<jats:sup>−1</jats:sup>). The other substances were without effect on RBF. Femoral blood flow remained unchanged after all treatments.</jats:p><jats:p><jats:bold>Conclusion:</jats:bold> We conclude that the sympathoadrenal system is still the major determinant for blood pressure maintenance during isoflurane anesthesia in sheep. The apparently increased activity of the renin angiotensin system in this situation causes a reduction in renal blood flow, which is counteracted by angiotensin II AT<jats:sub>1</jats:sub>‐receptor blockade.</jats:p>",0
Subarachnoid Hemorrhage Induces Dynamic Changes in Regional Cerebral Metabolism in Rats,No abstract available,0
M4 Muscarinic Receptor Signaling Ameliorates Striatal Plasticity Deficits in Models of L-DOPA-Induced Dyskinesia.,Neuron,0
Frequency Facilitation at Mossy Fiber-CA3 Synapses of Freely Behaving Rats Contributes to the Induction of Persistent LTD via an Adenosine-A1 Receptor-Regulated Mechanism,No abstract available,0
Relationship between elongation factor 1- and elongation factor 2-dependent guanosine triphosphatase activities of ribosomes. Inhibition of both activities by ricin,"<jats:p>The elongation factor 1- and elongation factor 2-dependent GTPase (guanosine triphosphatase) activities of ribosomes are inhibited by ricin, a toxic protein known to inactivate the 60S ribosomal subunit. It is suggested that also in eukaryotic ribosomes a “GTPase site’, located on the larger subunit, is common to the two elongation factors.</jats:p>",0
The onset of response habituation during the growth of the lateral giant neuron of crayfish,"<jats:p> 1. The postembryonic development of the crayfish LG tailflip command neuron's response to mechanosensory input was studied with standard electrophysiological techniques in animals between 1 and 12 cm long. 2. LG neurons are present in each abdominal hemisegment where they receive direct and indirect excitatory input from mechanosensory afferents. In both small and large crayfish, electrical stimulation of an abdominal ganglionic nerve containing those afferents evoked a compound excitatory postsynaptic potential (EPSP) with an early, reliable alpha component and a later, depression-prone beta wave. It is known that the alpha and beta components are produced by inputs from primary mechanosensory afferents and interneurons, respectively. 3. In crayfish &lt; 2 cm long, LG was excited by the alpha component. When superthreshold, the alpha component triggered a single spike; additional excitation provided by the later beta wave presumably was preempted by refractoriness following the alpha spike and by recurrent inhibition of LG excited by the spike. LG was excited reliably by the alpha component in response to repeated superthreshold stimulation. 4. In crayfish between 2 and 3 cm, LG was excited more readily by the beta wave than by the alpha component. LG's beta spike response habituated to repeated stimulation at 1 Hz, and the beta EPSP depressed whereas the alpha component was largely unchanged. The appearance of the cellular substrates of habituation correlates with the reported onset of behavioral habituation of the tailflip response. Higher stimulus levels brought the alpha EPSP to threshold. Repetitive stimulation at these levels reliably evoked LG spikes from the alpha EPSP.(ABSTRACT TRUNCATED AT 250 WORDS) </jats:p>",0
S.04.05 Finding gene expression regulators implicated in major depression using formaldehyde assisted isolation of regulatory elements (FAIRE),No abstract available,0
Graft-versus-host reaction and lymphoid organs in normally fed and protein-deprived rats,No abstract available,0
Effects of isoproterenol on myocardial  structure and function in septic rats,"<jats:p> In this study we sought to determine the effect of sepsis on two sequelae of prolonged (24-h) β-agonist administration, myocardial hypertrophy and catecholamine-induced cardiotoxicity. Sprague-Dawley rats were randomized to cecal ligation and perforation (CLP) or sham study groups and then further randomized to receive isoproterenol (2.4 mg ⋅ kg<jats:sup>−1</jats:sup> ⋅ day<jats:sup>−1</jats:sup> iv) or placebo treatment. At 24 h, myocardial function was assessed by using the Langendorff isolated-heart technique or the heart processed for plain light microscopy. We found that 1) sepsis reduced contractile function, indicated by a rightward shift in the Starling curve (ANOVA with repeated measures, sepsis effect, P &lt; 0.002); 2) sepsis-induced myocardial depression was reversed by isoproterenol treatment (isoproterenol effect, P &lt; 0.0001); 3) sepsis reduced, but did not block, isoproterenol-induced myocardial hypertrophy (isoproterenol effect, P &lt; 0.0001); 4) sepsis did not protect the heart from catecholamine-induced tissue injury; 5) the septic heart was protected against the effects of ischemiareperfusion (decreased postreperfusion resting tension, ANOVA with repeated measures, P &lt; 0.01), an effect attenuated by isoproterenol treatment ( P &lt; 0.005); and 6) sepsis reduced the incidence of sustained asystole or ventricular fibrillation after ischemia-reperfusion ( P &lt; 0.05), an effect also attenuated by isoproterenol treatment ( P &lt; 0.01). We conclude that, in sepsis, β-agonists induce changes in myocardial weight and function consistent with acute myocardial hypertrophy. These changes occur at the expense of significant tissue injury and increased sensitivity to ischemia-reperfusion-induced tissue injury. </jats:p>",0
"Endocrine and receptor pharmacology of serotonergic anxiolytics, antipsychotics and antidepressants",No abstract available,0
Pentobarbital Depressant Effects Are Independent of GABA Receptors in Auditory Thalamic Neurons,"<jats:p> Pentobarbital, a general anesthetic, has received extensive study for its ability to potentiate inhibition at GABA<jats:sub>A</jats:sub> subtype of receptors for GABA. Using whole cell current-clamp techniques and bath applications, we determined the effects of pentobarbital and GABA receptor antagonists on the membrane properties and tonic or burst firing of medial geniculate neurons in thalamic slices. Pentobarbital (0.01–200 μM) induced depressant effects in 50 of 66 neurons (76%). Pentobarbital hyperpolarized neurons by a mean of 3 mV and decreased the number of action potentials in tonic firing, evoked by current pulse injection from near the resting potential. Pentobarbital also decreased burst firing or low threshold Ca<jats:sup>2+</jats:sup>-spikes, evoked by current pulse injection into neurons at potentials hyperpolarized from rest. The blockade of tonic and burst firing, as well as low threshold Ca<jats:sup>2+</jats:sup>-spikes, was surmountable by increasing the amplitude of input current. The GABA<jats:sub>A</jats:sub> receptor antagonists, bicuculline (100 μM) and picrotoxinin (50–100 μM), did not block the depressant effects of pentobarbital (10 μM). The GABA<jats:sub>B</jats:sub> receptor antagonist, saclofen (200 μM), and GABA<jats:sub>C</jats:sub> receptor antagonist, (1,2,3,6-tetrahydropyridine-4-yl)methylphosphinate (10–50 μM), did not significantly alter the depressant effects. Pentobarbital produced excitatory effects (0.1–50 μM) on 11 neurons (17%) but had no effects on 5 neurons (7%). The excitation consisted of approximately 3 mV depolarization, increased tonic and burst firing and the rate of rise and amplitude of low threshold Ca<jats:sup>2+</jats:sup> spikes. These effects were associated with a increase in input resistance. In contrast, the depressant effects of pentobarbital correlated to a decreased input resistance measured with hyperpolarizing current pulse injection (IC<jats:sub>50</jats:sub> = 7.8 μM). Pentobarbital reduced Na<jats:sup>+</jats:sup>-dependent rectification on depolarization and lowered the slope resistance over a wide voltage range. Tetrodotoxin eliminated both Na<jats:sup>+</jats:sup>-dependent rectification and the pentobarbital-induced decrease in membrane resistance at depolarized voltages in two-thirds of the neurons. The pentobarbital-induced decrease in membrane resistance at voltages hyperpolarized from rest was not evident during co-application with Cs<jats:sup>+</jats:sup>, known to block the hyperpolarization-activated rectifiers. In summary, the pentobarbital acted at low concentrations to depress thalamocortical neurons. The depression resulted from decreased rectification on depolarization, which no longer boosted potentials over threshold, and an increased conductance that shunted spike generation. The depressant effects of pentobarbital did not involve known types of GABA receptor interactions. </jats:p>",0
Effects of somatostatin on self-stimulation behaviour in rats pretreated with a receptor blocker,No abstract available,0
Glucocorticoid Programing of the Mesopontine Cholinergic System,No abstract available,0
DEPRESSION OF RESPONSE IN THE CHICKS EXPOSED TO MAMMALIAN ERYTHROCYTE ANTIGEN AT HATCHING.,Jpn J Exp Med,0
Tonic and baroreflex effects on arterial pressure and ventilation of pentobarbital and nicotine on the rat ventral medullary surface,No abstract available,0
The hemodynamic effects of γ2-melanocyte-stimulating hormone and related melanotropins depend on the arousal potential of the rat,No abstract available,0
[Power of posthypophyseal preparations partially to reestablish the hypertensive action of hordenine first suppressed by adrenolytics].,No abstract available,0
