title,abstract,label
Antihypertensive monotherapy with nisoldipine CC is superior to enalapril in black patients with severe hypertension,Am J Hypertens,0
[The additional efficacy of the nifedipine-diuretic combination depends on the potency of the drug administered first and not the sequence of administration. A double blind study in salt-sensitive black hypertensives].,Rev Port Cardiol,0
Clinical and Neurohormonal Effects of Nicardipine Hydrochloride in Patients With Severe Chronic Heart Failure Receiving Angiotensin-Converting Enzyme Inhibitor Therapy,Am J Ther,0
"Low-Dose Combination Treatment for Hypertension Versus Single-Drug TreatmentBisoprolol/Hydrochlorothiazide Versus Amlodipine, Enalapril, and Placebo",Am J Ther,0
Baroreflex sensitivity changes with calcium antagonist therapy in elderly subjects with isolated systolic hypertension,J Hum Hypertens,0
"Systolic Hypertension in Europe (Syst-Eur) Trial Phase 2: objectives, protocol, and initial progress",J Hum Hypertens,0
Antihypertensive treatment and the prevention of dementia,J Hypertens,0
Controlled study of the effect of angiotensin converting enzyme inhibition versus calcium-entry blockade on insulin sensitivity in overweight hypertensive patients,J Hypertens,0
Efficacy of preconditioning with intracoronary diltiazem in preventing laser-induced spasm.,J Invasive Cardiol,0
Incidence of adverse drug reactions in adult medical inpatients.,Can J Hosp Pharm,0
Gingival hyperplasia due to calcium antagonists.,Prescrire Int,0
Incidence of cancer in postmyocardial infarction patients treated with short-acting nifedipine and diltiazem,Cancer,1
The prevalence and etiology of impotence in 101 male hypertensive outpatients,Am J Hypertens,0
A double blind comparison of the effects of amlodipine and enalapril on insulin sensitivity in hypertensive patients,Am J Hypertens,0
Cardiac risks with beta  agonists,Thorax,0
Antiischemic effects of nicardipine and nitroglycerin after coronary artery bypass grafting,Ann Thorac Surg,0
Calcium channel blockers in myocardial and cerebral ischemia: a clinician's review from bench to bedside.,Can J Cardiol,0
Symptoms reported by elderly patients with isolated systolic hypertension: baseline data from the SYST-EUR trial. Systolic Hypertension in Europe,Age Ageing,0
Ambulatory blood pressure profiles in essential hypertensives after treatment with a new once daily nifedipine formulation,J Hum Hypertens,0
"Isradipine, raised glycosylated haemoglobin, and risk of cardiovascular events",Lancet,0
Physical Symptoms Distress Index,Arch Intern Med,1
Antianginal efficacy of the combination of felodipine-metoprolol 10/100 mg compared with each drug alone in patients with stable effort-induced angina pectoris: A multicenter parallel group study,Am Heart J,0
Combination Therapy with Felodipine and Metoprolol Compared with Captopril and Hydrochlorothiazide,Blood Press,0
Effects of Long‐Acting Versus Short‐Acting Calcium Channel Blockers Among Older Survivors of Acute Myocardial Infarction,"<jats:p><jats:bold>OBJECTIVE</jats:bold>: Recent studies have highlighted the potentially harmful effects of short‐acting calcium channel blockers, especially of the dihydropyridine type, in patients with coronary heart disease. Some have argued that long‐acting calcium channel blockers are safer, but few outcome data exist. The objective of the study was to compare the occurrence of adverse outcomes among recipients of long‐acting versus short‐acting calcium channel blockers, with dihydropyridines and non‐dihydropyridines compared separately.</jats:p><jats:p><jats:bold>SETTING</jats:bold>: The New Jersey Medicare population.</jats:p><jats:p><jats:bold>DESIGN</jats:bold>: A retrospective cohort study using linked Medicare and drug claims data.</jats:p><jats:p><jats:bold>PARTICIPANTS</jats:bold>: Older survivors of acute myocardial infarction (MI) occurring in 1989 and 1990. Eligible subjects had survived at least 30 days after the MI, participated in Medicare and a drug benefits program, and were prescribed a single type of either a long‐acting or a short‐acting calcium channel blocker within 90 days after the MI.</jats:p><jats:p><jats:bold>MEASUREMENTS</jats:bold>: The two outcome measures were rates of all‐cause mortality and cardiac rehospitalization. Using separate Cox regression models for dihydropyridines (nifedipine, nicardipine) and non‐dihydropyridines (diltiazem, verapamil), we examined these outcomes for recipients of long‐acting compared with short‐acting calcium channel blockers.</jats:p><jats:p><jats:bold>RESULTS</jats:bold>: Of the 833 patients eligible for the study, 160 were prescribed long‐acting and 673 short‐acting calcium channel blockers. Clinical characteristics of long‐acting and short‐acting users were comparable. During 2 years of follow‐up, 221 deaths and 300 rehospitalizations occurred. Controlling for age, sex, race, and indicators of disease severity and comorbidity, the relative risk of dying for recipients of long‐acting, compared with short‐acting, dihydropyridines was .42 (95% confidence interval (CI), 0.21‐0.86). For cardiac rehospitalization, the relative risk was 0.57 (95% CI, 0.34‐0.94). For the long‐acting versus short‐acting non‐dihydropyridines, the adjusted relative risk of dying was 1.43 (95% CI, 0.88‐2.32), and for cardiac rehospitalization, .65 (95% CI, 0.40‐1.05).</jats:p><jats:p><jats:bold>CONCLUSION</jats:bold>: Use of long‐acting dihydropyridine calcium channel blockers after acute MI was associated with substantially lower rates of cardiac rehospitalization and death compared with use of their short‐acting counterparts. More data are needed to address the possibility that long‐acting, compared with short‐acting, non‐dihydropyridines could decrease rehospitalization rates but increase mortality. J Am Geriatr Soc 47:512–517, 1999.</jats:p>",1
Management of hypertension in pregnancy,BMJ,0
Hypertensive crisis,Postgrad Med,0
Combination of calcium channel blockers and <i>β</i>‐adrenoceptor blockers for patients with exercise‐induced angina pectoris: a double‐blind parallel‐group comparison of different classes of calcium channel blockers,"<jats:p> <jats:italic>
            
						Aims</jats:italic> The combination of calcium channel blockers and β‐adrenoceptor blockers is more effective for the treatment of exercise‐induced angina pectoris than β‐adrenoceptor blocker monotherapy. As ischaemia in exercise‐induced angina is preceded by increase in heart rate, calcium channel blockers with negative chronotropic properties may perform better for this purpose than nonchronotropic compounds.</jats:p><jats:p> <jats:italic>
            
						Methods</jats:italic> A 335 patient double‐blind parallel‐group study comparing 14 day treatment with amlodipine 5 and 10 mg, with diltiazem 200 and 300 mg, and mibefradil 50 and 100 mg added to baseline β‐adrenoceptor blocker treatment was performed. Exercise testing (ETT) was performed by bicycle ergometry.</jats:p><jats:p> <jats:italic>
            
						Results Although none of the calcium channel blockers improved duration of exercise or amount of workload, all significantly delayed onset of 1 mm ST‐segment depression on ETT (P&lt;0.001 for any treatment vs baseline). In addition, mibefradil, both low and high dose treatment, produced the longest delays (low dose: different from diltiazem and amlodipine by 24.1 and 29.8 s, respectively, P&lt;0.003 and &lt;0.001; high dose: different from diltiazem and amlodipine by 33.7 and 37.0 s, respectively, P&lt;0.001 and &lt;0.001). These effects were linearly correlated with the reduction in rate pressure product (RPP). Serious symptoms of dizziness occurred significantly more frequently on mibefradil (P</jats:italic>&lt;0.05), and 19 patients on mibefradil withdrew from trial.</jats:p><jats:p> <jats:italic>
            
						Conclusions</jats:italic> Calcium channel blockers with negative chronotropic properties provide greater delay of ischaemia in patients with exercise‐induced angina, but the concomitant risk of intolerable dizziness attenuates this benefit.</jats:p>",0
Retrospective analysis of the frequency and recognition of adverse drug reactions by means of automatically recorded laboratory signals,"<jats:p> <jats:italic>
            
						Aims</jats:italic> To estimate the frequency of adverse drug reactions (ADRs) identified through the use of automatic signals generated from laboratory data (ALS) in hospitalised patients. To determine the frequency of spontaneous recognition of these ADRs by the attending physicians and to assess the potential value of ALS for detection of ADRs.</jats:p><jats:p> <jats:italic>
            
						Methods</jats:italic> Laboratory results of patients hospitalised in a nine bed medical ward were automatically recorded over a period of 17 months. Values exceeding defined boundaries were used as ALS. Charts of every third patient were analysed retrospectively with regard to adverse drug related reactions and causality was evaluated as well as whether the ADR had been recognised during the period of hospitalisation.</jats:p><jats:p> <jats:italic>
            
						Results</jats:italic> The charts and ALS of 98 patients were analysed. In 18 cases a drug‐related adverse reaction was probable. Awareness to the reaction by the treating physicians was evident in 6 out of these 18 ADRs. Approximately 80% of the ADRs were considered predictable. Three ADRs were regarded as serious.</jats:p><jats:p> <jats:italic>
            
						Conclusions</jats:italic> Adverse drug reactions are common and often preventable. Only one third of ADRs which could have been detected through ALS were recognised by the attending physicians. An increased doctor’s awareness of the frequency of drug related abnormal laboratory results by means of ALS is likely to increase the recognition rate of ADRs and might help to prevent them.</jats:p>",0
Sustained-release nifedipine: new indication. Angina: safer drugs are available.,Prescrire Int,0
Hypotension and coronary events on nifedipine: reassessing nifedipine safety.,Prescrire Int,0
Cyclosporin-Induced Hypertension,Drug Saf,0
"Meta-analysis of Trials Comparing β-Blockers, Calcium Antagonists, and Nitrates for Stable Angina",JAMA,0
Die medikamentöse Anfallsprophylaxe bei symptomatischem paroxysmalem Vorhofflimmern/-flattern,Z Kardiol,0
Die medikamentöse Prophylaxe nach elektronischer Kardioversion von chronischem Vorhofflimmern,Z Kardiol,0
"ACC/AHA/ACP-ASIM guidelines for the management of patients with chronic stable angina11This document was approved by the American College of Cardiology Board of Trustees in March 1999, the American Heart Association Science Advisory and Coordinating Committee in March 1999, and the American College of Physicians-American Society of Internal Medicine Board of Regents in February 1999.When citing this document, please use the following citation format: Gibbons RJ, Chatterjee K, Daley J, Douglas JS, Fihn SD, Gardin JM, Grunwald MA, Levy D, Lytle BW, O’Rourke RA, Schafer WP, Williams SV. ACC/AHA/ACP-ASIM guidelines for the management of patients with chronic stable angina: a report of the American College of Cardiology/American Heart Association Task Force on Practice Guidelines (Committee on the Management of Patients With Chronic Stable Angina). J Am Coll Cardiol 1999;33:2092–197.This document is available on the World Wide Web sites of the American College of Cardiology (www.acc.org) and the American Heart Association (www.americanheart.org). Reprints of this document are available by calling 1-800-253-4636 or writing the American College of Cardiology, Educational Services, at 9111 Old Georgetown Road, Bethesda, MD 20814-1699. Ask for reprint number 71-0166. To obtain a reprint of the Executive Summary and Recommendations published in the June 1, 1999 issue of Circulation, ask for reprint number 71-0167. To purchase bulk reprints (specify version and reprint number): Up to 999 copies call 1-800-611-6083 (US only) or fax 413-665-2671; 1000 or more copies call 214-706-1466, fax 214-691-6342, or e-mail pubauth@heart.org",J Am Coll Cardiol,0
Update on the Systolic Hypertension in Europe (Syst-Eur) Trial,Hypertension,0
Combination of Calcium Channel Blockers and Beta Blockers for Patients with Exercise-Induced Angina Pectoris: A Double-Blind Parallel-Group Comparison of Different Classes of Calcium Channel Blockers,"<jats:p> The combination of calcium channel blockers and beta blockers is more effective for the treatment of exercise-induced angina pectoris than beta blocker monotherapy. Since ischemia in exercise-induced angina is essentially preceded by an increase in heart rate, calcium channel blockers with negative chronotropic property may perform better for this purpose than nonchronotropic compounds. A 335-patient, 10-week, double-blind, parallel-group comparison of amlodipine 5 and 10 mg, diltiazem XR 200 and 300 mg, and mibefradil 50 and 100 mg treatment added to baseline beta blocker treatment was performed. Exercise testing (ETT) was performed by bicycle ergometry. </jats:p><jats:p> Although none of the calcium channel blockers improved duration of exercise or amount of workload, all of them significantly delayed onset of 1 mm ST segment depres sion on ETT (p&lt;0.001 for any treatment versus baseline). In addition, mibefradil, both low- and high-dose treatment, produced the largest delays (low dose: different from diltiazem and amlodipine by 24.1 and 29.8 s, p&lt;0.003 and &lt;0.001, respectively; high (continued on next page) dose: different from diltiazem and amlodipine by 33.7 and 37.0 s, p&lt;0.001 and &lt;0.001, respectively). These effects were linearly correlated to the amount of rate pressure product (RPP) reduction. Serious symptoms of dizziness likewise occurred significantly more frequently with mibefradil (p&lt;0.05) and led 19 patients taking mibefradil to withdraw from the trial. </jats:p><jats:p> The authors conclude that calcium channel blockers with negative chronotropic property provide better delay of ischemia in patients with exercise-induced angina but that the concomitant risk of intolerable dizziness largely reduces this benefit. </jats:p>",0
"[Lowering of diastolic blood pressure < or = 90 mmHg should not be attempted, except in type 2 diabetics; the 'Hypertension optimal treatment' (HOT) trial].",Ned Tijdschr Geneeskd,0
Comparison of bisoprolol and verapamil in hypertension: influence on left ventricular mass and function--a pilot study.,Therapie,0
Comparison of verapamil versus felodipine on heart rate variability in hypertensive patients,J Hypertens,0
Comparison of two strategies for intensifying antihypertensive treatment Low-dose combination (enalapril + felodipine ER) versus increased dose of monotherapy (enalapril),Am J Hypertens,0
Prolonged Antihypertensive Effect of Amlodipine: a Prospective Double-Blind Randomized Study,Blood Press,0
"Cohort study on calcium channel blockers, other cardiovascular agents, and the prevalence of depression","<jats:p> <jats:bold>
            <jats:italic>Aims</jats:italic>
          </jats:bold> Some reports have suggested that calcium channel blockers may be associated with an increased incidence of depression or suicide. There is a paucity of evidence from large scale studies. The aim of this study was to assess rates of depression with calcium channel antagonists using data from prescription event monitoring studies.</jats:p><jats:p> <jats:bold>
            <jats:italic>Methods</jats:italic>
          </jats:bold> Observational studies on large cohorts of patients using lisinopril, enalapril (ACE inhibitors), nicardipine (type 2 calcium channel blocker) and diltiazem (type 3 calcium channel blocker) were conducted, using prescription‐event monitoring. Rates of depression in the different drugs and rate ratios (95% CI) were computed.</jats:p><jats:p> <jats:bold>
            <jats:italic>Results</jats:italic>
          </jats:bold> The crude overall rates of depression during treatment were 1.89, 1.92 and 1.62 per 1000 patient months for the ACE inhibitors, diltiazem and nicardipine, respectively. Using the ACE inhibitors as the reference group, the rate ratios for depression were 1.07 (0.82–1.40) and 0.86 (0.69–1.08) for diltiazem and nicardipine, respectively.</jats:p><jats:p> <jats:bold>
            <jats:italic>Conclusions</jats:italic>
          </jats:bold> This study does not support the hypothesis that calcium channel blockers are associated with depression, when considering patients treated in general practice in the UK.</jats:p>",1
Comparison of clinical efficacy and adverse effects between extended-release felodipine and slow-release diltiazem in patients with isolated systolic hypertension.,Changgeng Yi Xue Za Zhi,0
Systematic review of antihypertensive therapies: does the evidence assist in choosing a first-line drug?,CMAJ,0
A Risk-Benefit Assessment of Therapies for Premature Labour,Drug Saf,0
Density of CD1a‐Labeled Langerhans' Cells in Normal Human Gingiva and in Nifedipine‐ and Immunosuppressive Medication‐Induced Gingival Overgrowth,"<jats:p><jats:bold>Background:</jats:bold> The purpose of this study was to compare the distribution of Langerhans' cells in normal human gingiva and in nifedipine‐ and immunosuppressive medication‐induced gingival overgrowth by means of an immunohistochemical study.</jats:p><jats:p><jats:bold>Methods:</jats:bold> Gingival samples were collected from 11 nifedipinemedicated cardiac patients, 22 triple‐medicated (azathioprine, prednisolone, and cyclosporin A) renal transplant recipients, and 28 generally healthy individuals. Patients were grouped into the immunosuppression group, the combined immunosuppression and nifedipine group, the nifedipine group, and the generally healthy control group. Five μm‐thick cryostat sections were stained with monoclonal antibody (mAb) for CD1a using an avidin‐biotinenzyme complex (ABC) method. Numbers of CD1a‐labeled cells/mm<jats:sup>2</jats:sup> were determined in 6 areas: oral epithelium, oral sulcular epithelium, sulcular epithelium, middle connective tissue, connective tissue beneath the oral epithelium, and connective tissue beneath the sulcular epithelium. Significances of differences between the groups were tested by means of the Kruskall‐Wallis test, and significances of differences between pairs of results by the Mann‐Whitney U‐test and the <jats:italic>t</jats:italic> test.</jats:p><jats:p><jats:bold>Results:</jats:bold> Numbers of CD1a‐labeled cells were significantly lower in the medicated groups than in controls in all 3 epithelial areas (<jats:italic>P</jats:italic> &lt;0.0001) and in the connective tissue beneath the sulcular epithelium (<jats:italic>P</jats:italic> &lt;0.0021). There were significantly fewer CD1a‐labeled cells in the sulcular epithelium in the nifedipine group than in the other medication groups.</jats:p><jats:p><jats:bold>Conclusions:</jats:bold> The reduced numbers of CD1a‐labeled cells found in nifedipine‐induced gingival overgrowth were similiar to the reduced numbers of CD1a‐labeled cells in gingival overgrowth associated with immunosuppressive medication. <jats:italic>J Periodontol 1999;70:752‐756.</jats:italic></jats:p>",0
Effects of amlodipine and enalapril on platelet function in patients with mild to moderate hypertension.,Int J Clin Pharmacol Ther,0
Comparison of antihypertensive efficacy and tolerability of losartan and extended-release felodipine in patients with mild to moderate hypertension.,J Formos Med Assoc,0
Diuretic therapy for hypertension: a cancer risk?,J Hum Hypertens,0
Comparison between isosorbide dinitrate aerosol and nifedipine in the treatment of hypertensive emergencies,J Hum Hypertens,0
Fixed-dose combination vs monotherapy in hypertension: a meta-analysis evaluation,J Hum Hypertens,0
Efficacy of amlodipine in pediatric patients with hypertension,Pediatr Nephrol,0
"Comparison of intravenous metoprolol, verapamil and diltiazem on the attenuation of haemodynamic changes associated with tracheal extubation",Eur J Anaesthesiol,0
Hypertension and diabetic retinopathy---what's the story?,Br J Ophthalmol,0
"Acute Hypotensive, Natriuretic, and Hormonal Effects of Nifedipine in Salt-Sensitive and Salt-Resistant Black Normotensive and Hypertensive Subjects",J Cardiovasc Pharmacol,0
Pretreatment with verapamil in patients with persistent or chronic atrial fibrillation who underwent electrical cardioversion,J Am Coll Cardiol,0
[Effect of intensive antihypertensive treatment and of aspirin in a low dose in the hypertensive. The HOT (Hypertension Optimal Treatment) study].,Arch Mal Coeur Vaiss,0
Effect of amlodipine on exercise‐induced platelet activation in patients affected by chronic stable angina,"<jats:title>Abstract</jats:title><jats:p><jats:italic>Background:</jats:italic> Literature concerning exercise‐induced platelet activation in chronic stable angina is somewhat confusing. The reason lies in the type of exercise as well as in methodological problems. A powerful, recently introduced procedure to detect platelet activation is flow cytometry. Platelet response to activating factors is mediated by calcium uptake; however, calcium antagonist effect on platelet activity is still unclear.</jats:p><jats:p><jats:italic>Hypothesis:</jats:italic> The study was undertaken to investigate exercise‐induced platelet activation before and after treatment with amlodipine in chronic stable angina.</jats:p><jats:p><jats:italic>Methods:</jats:italic> Twenty patients with chronic stable angina were entered into the study. Each subject underwent a symptom‐limited cycloergometer stress test following a washout period of 2 weeks. Blood samples were collected before and immediately after exercise. All subjects were then randomized into two groups of 10 patients each, with Group 1 and Group 2 taking amlodipine 10 mg/day, and placebo for 4 weeks, respectively. They subsequently underwent a second exercise stress test, and blood samples were obtained before and immediately after exercise. Flow‐cytometric evaluation of platelet activity was performed in order to recognize GMP‐140 expression on platelet membrane.</jats:p><jats:p><jats:italic>Results:</jats:italic> Strenuous exercise induced a significant increase in platelet activation in all subjects prior to therapy. No significant differences were observed in platelet activity at rest between Groups 1 and 2, whereas a significant decrease in exercise‐induced platelet activation was demonstrated in Group 1 compared with Group 2.</jats:p><jats:p><jats:italic>Conclusion:</jats:italic> Our data provide evidence of the favorable effect of amlodipine on exercise‐induced platelet activation in patients affected by chronic stable angina.</jats:p>",0
Pharmacovigilance: characteristics of the most widely used drugs in Bulgaria.,Cent Eur J Public Health,0
Atenolol versus amlodipine versus isosorbide-5-mononitrate on anginal symptoms in syndrome X,Am J Cardiol,0
RETRACTED ARTICLE: Combined diltiazem and lidocaine reduces cardiovascular responses to tracheal extubation and anesthesia emergence in hypertensive patients,Can J Anaesth,0
Effectiveness of nifedipine GITS in combination with atenolol in chronic stable angina.,Can J Cardiol,0
Amlodipine lowers blood pressure without affecting cerebral blood flow as measured by single photon emission computed tomography in elderly hypertensive subjects,Age Ageing,0
Nifedipine versus ritodrine for suppression of preterm labor; a meta‐analysis,Acta Obstet Gynecol Scand,0
Initiation of Atrial Fibrillation by Ectopic Beats Originating From the Pulmonary Veins,"<jats:p>
            <jats:italic>Background</jats:italic>
            —Atrial fibrillation (AF) can be initiated by ectopic beats originating from the atrial or great venous tissues. This study investigated the anatomic characteristics and electrophysiological properties of pulmonary veins (PVs), as well as the possible mechanisms and response to drugs of ectopic foci, and assessed the effects of radiofrequency (RF) ablation on AF initiated by ectopic beats originating from PVs.
          </jats:p>
          <jats:p>
            <jats:italic>Methods and Results</jats:italic>
            —Seventy-nine patients with frequent episodes of paroxysmal AF and 10 control patients were included. Distal PVs showed the shortest effective refractory periods (ERPs), and right superior PVs showed a higher incidence of intra-PV conduction block than left superior PVs. Superior and left PVs had longer myocardial sleeves than inferior and right PVs, respectively. These electrophysiological characteristics were similar between AF and control patients. Propranolol, verapamil, and procainamide suppressed ectopic beats that originated from the PVs. Of 116 ectopic foci that initiated AF, 103 (88.8%) originated from PVs. A mean of 7±3 RF applications completely eliminated 110 ectopic foci (94.8%). During the 6±2-month follow-up period, 68 patients (86.1%) were free of AF without any antiarrhythmic drugs. Follow-up transesophageal echocardiogram showed 42.4% of ablated PVs had focal stenosis. One patient had mild exertional dyspnea after ablation, but it resolved 3 months later; 1 patient had onset of mild exertional dyspnea 5 months after ablation.
          </jats:p>
          <jats:p>
            <jats:italic>Conclusions</jats:italic>
            —Electrophysiological characteristics of PVs are different from those in the atria. Ectopic beats from PVs can initiate AF, and β-adrenergic receptor blocker, calcium channel blockers, and sodium channel blockers can suppress these ectopic beats. Careful mapping and elimination of these ectopic foci can cure paroxysmal AF.
          </jats:p>",0
Calcium Channel Blockers and Mortality in Elderly Patients With Myocardial Infarction,Arch Intern Med,1
Sex difference in response of blood pressure to calcium antagonism in the treatment of moderate-to-severe hypertension,Blood Press Monit,0
How to Use Calcium Antagonists in Hypertension,Drugs,0
[The hemodynamic effects of lomir and adalat in patients with postoperative arterial hypertension].,Anesteziol Reanimatol,0
Comparisons of the effects of different long-acting delivery systems on the pharmacokinetics and pharmacodynamics of diltiazem,Am J Hypertens,0
Use of calcium‐channel blockers in pediatric renal transplant recipients,"<jats:p><jats:bold>Abstract:</jats:bold> Hypertension (HTN) is a significant problem in pediatric renal transplant (TP) recipients, predisposing the individuals to the development of cardiovascular disease and graft dysfunction. Calcium channel blockers (CCB) are considered excellent agents to treat post‐TP HTN. We compared the efficacy and adverse effects of the two most commonly prescribed CCBs in our pediatric renal TP population: nifedipine (Procardia<jats:sup>R</jats:sup>, or P) and amlodipine (Norvasc<jats:sup>R</jats:sup>, or N)<jats:italic>.</jats:italic> All patients (n = 24) had been started on a CCB for systolic (SBP) and/or diastolic BP (DBP) &gt; 95%. There were no other changes in adjunctive antihypertensive medications or doses during the cross‐over period. Post‐TP, pretreatment (pretx) SBP was 137.6 ± 10.9 mmHg. The post‐treatment SBP were (in mmHg): 128.5 ± 11.9 (all patients, n = 24) (p = 0.009 vs. pretx); 126.4 ± 10.0 (P alone, n = 15) (p = 0.007 vs. pretx); 132.8 ± 14.4 (P + other antihypertensive(s), n = 9) (p = 0.331, NS vs. pretx). The post‐TP, pretreatment DBP was 88.2 ± 11.1 mmHg. The post‐treatment DBP were (in mmHg): 78.5 ± 6.9 (all patients, n = 24) (p = 0.03 vs. pretx); 77.2 ± 7.4 (P alone, n = 15) (p = 0.008 vs. pretx); 80.7 ± 6.1(P + other antihypertensive(s), n = 9) (p = 0.063, NS vs. pretx). P and N were equally effective in reducing SBP (p = 0.843, NS) and DBP (p = 0.612, NS). Cyclosporin A (CyA) dose (p = 0.81) and trough levels (p = 0.19) were similar in P‐ and N‐treated patients. Calculated GFR was virtually identical in P‐ and N‐treated patients (p = 0.89). Patients (or parents of) reported a higher incidence of various side‐effects while receiving P, including headache, flushing, dizziness and leg cramps. Furthermore, 22/24 (91.7%) reported some degree of gingival hyperplasia during treatment with P, and all these patients reported a stabilization or reduction of hypertrophy after the switch from P to N. We conclude that CCBs (N) are efficacious drugs for the purpose of BP control and renal protection in pediatric renal TP recipients.</jats:p>",0
Randomized double-blind comparison of a calcium antagonist and a diuretic in elderly hypertensives. National Intervention Cooperative Study in Elderly Hypertensives Study Group.,Hypertension,1
Prognostic implications of ambulatory myocardial ischemia and arrhythmias and relations to ischemia on exercise in chronic stable angina pectoris (the Angina Prognosis Study In Stockholm [APSIS]),Am J Cardiol,0
Randomised trial of old and new antihypertensive drugs in elderly patients: cardiovascular mortality and morbidity the Swedish Trial in Old Patients with Hypertension-2 study,Lancet,0
[24-hour blood pressure monitoring in diagnosis and therapy of arterial hypertension].,Praxis (Bern 1994),0
"Comparative study of ACE-inhibition, angiotensin II antagonism, and calcium channel blockade on flow-mediated vasodilation in patients with coronary disease (BANFF study)",J Am Coll Cardiol,0
"The Use of Esmolol, Nicardipine, or Their Combination to Blunt Hemodynamic Changes After Laryngoscopy and Tracheal Intubation",Anesth Analg,0
Efficacy and safety of calcium channel blockers in heart failure: Focus on recent trials with second-generation dihydropyridines,Am Heart J,0
